data;
param nombreJob := 80;
param nombreRessource := 3;
param duree := 1 8 2 10 3 2 4 3 5 3 6 7 7 3 8 10 9 7 10 1 11 7 12 1 13 4 14 5 15 9 16 10 17 7 18 8 19 10 20 5 21 4 22 5 23 1 24 1 25 4 26 10 27 9 28 5 29 7 30 9 31 9 32 2 33 10 34 8 35 3 36 4 37 9 38 4 39 9 40 5 41 3 42 10 43 7 44 1 45 5 46 1 47 1 48 4 49 2 50 7 51 10 52 4 53 9 54 5 55 1 56 9 57 1 58 8 59 6 60 10 61 7 62 8 63 6 64 5 65 8 66 2 67 2 68 1 69 7 70 8 71 1 72 7 73 10 74 2 75 5 76 2 77 1 78 5 79 2 80 6;
param capaciteRessource := 1 5 2 12 3 10;
param besoinRessource : 1 2 3 :=
                    1   3 8 3
                    2   2 5 8
                    3   4 5 6
                    4   4 4 10
                    5   2 1 3
                    6   2 6 5
                    7   4 4 4
                    8   1 5 1
                    9   2 5 5
                    10   3 3 8
                    11   4 5 5
                    12   2 1 8
                    13   3 7 3
                    14   3 6 1
                    15   4 4 1
                    16   1 6 8
                    17   4 5 7
                    18   3 4 10
                    19   1 6 6
                    20   3 3 1
                    21   2 2 2
                    22   3 8 6
                    23   2 7 1
                    24   1 1 10
                    25   3 2 8
                    26   2 6 8
                    27   1 3 5
                    28   3 5 9
                    29   4 5 7
                    30   1 2 10
                    31   3 1 3
                    32   3 3 2
                    33   1 7 5
                    34   2 5 1
                    35   1 1 4
                    36   4 6 1
                    37   2 5 6
                    38   3 3 2
                    39   4 6 5
                    40   3 8 2
                    41   4 6 8
                    42   1 1 10
                    43   4 5 4
                    44   2 3 8
                    45   4 2 1
                    46   2 2 3
                    47   3 6 3
                    48   2 4 4
                    49   3 6 4
                    50   4 2 9
                    51   2 8 10
                    52   3 4 2
                    53   4 5 3
                    54   2 3 9
                    55   3 7 4
                    56   1 1 7
                    57   3 6 5
                    58   1 5 6
                    59   1 8 6
                    60   2 3 9
                    61   3 8 3
                    62   1 8 6
                    63   3 5 5
                    64   3 6 5
                    65   4 1 4
                    66   3 3 7
                    67   3 4 5
                    68   2 6 9
                    69   1 3 4
                    70   4 5 5
                    71   2 6 2
                    72   1 4 5
                    73   4 3 2
                    74   1 4 1
                    75   2 1 10
                    76   3 5 1
                    77   2 3 10
                    78   3 1 10
                    79   4 2 7
                    80   4 1 10;
end;

