data;
param nombreJob := 80;
param nombreRessource := 3;
param duree := 1 4 2 10 3 6 4 4 5 8 6 8 7 8 8 7 9 4 10 4 11 1 12 2 13 3 14 6 15 10 16 9 17 7 18 6 19 5 20 4 21 5 22 4 23 10 24 9 25 6 26 6 27 3 28 10 29 3 30 1 31 3 32 4 33 4 34 4 35 3 36 9 37 5 38 1 39 5 40 6 41 6 42 1 43 9 44 9 45 6 46 1 47 9 48 6 49 10 50 1 51 1 52 10 53 9 54 7 55 10 56 3 57 7 58 10 59 7 60 10 61 2 62 4 63 7 64 5 65 10 66 10 67 6 68 1 69 2 70 3 71 7 72 5 73 4 74 1 75 8 76 8 77 6 78 6 79 3 80 1;
param capaciteRessource := 1 4 2 13 3 11;
param besoinRessource : 1 2 3 :=
                    1   4 1 3
                    2   1 6 9
                    3   3 7 10
                    4   1 6 9
                    5   4 5 10
                    6   1 6 6
                    7   1 3 5
                    8   2 7 9
                    9   4 7 7
                    10   3 4 9
                    11   2 1 7
                    12   3 7 5
                    13   3 6 5
                    14   2 1 2
                    15   1 3 2
                    16   4 7 1
                    17   4 3 4
                    18   4 2 9
                    19   3 2 1
                    20   3 2 8
                    21   4 1 3
                    22   4 6 7
                    23   4 3 6
                    24   4 4 10
                    25   3 1 5
                    26   4 4 10
                    27   4 4 5
                    28   1 3 5
                    29   2 5 7
                    30   1 3 1
                    31   2 3 6
                    32   1 3 2
                    33   2 5 7
                    34   2 7 6
                    35   3 8 4
                    36   1 7 2
                    37   4 4 9
                    38   3 5 5
                    39   1 6 8
                    40   4 6 7
                    41   1 5 9
                    42   3 1 8
                    43   4 7 9
                    44   4 6 4
                    45   4 1 2
                    46   3 1 5
                    47   2 1 1
                    48   3 1 3
                    49   4 4 4
                    50   2 7 3
                    51   2 4 7
                    52   3 3 5
                    53   4 7 2
                    54   1 2 2
                    55   4 6 9
                    56   1 3 8
                    57   3 3 3
                    58   2 4 7
                    59   4 5 7
                    60   2 8 1
                    61   4 8 1
                    62   1 1 6
                    63   1 7 9
                    64   4 1 6
                    65   2 2 5
                    66   2 1 1
                    67   1 7 10
                    68   4 5 8
                    69   3 3 4
                    70   3 4 4
                    71   3 4 4
                    72   3 2 3
                    73   2 2 9
                    74   3 1 4
                    75   3 6 10
                    76   2 8 10
                    77   1 8 5
                    78   1 6 4
                    79   2 4 5
                    80   3 4 9;
end;

