data;
param nombreJob := 80;
param nombreRessource := 3;
param duree := 1 4 2 6 3 9 4 7 5 1 6 9 7 5 8 5 9 1 10 5 11 1 12 10 13 8 14 1 15 7 16 9 17 10 18 7 19 5 20 6 21 9 22 10 23 3 24 7 25 2 26 3 27 10 28 8 29 7 30 4 31 6 32 7 33 9 34 7 35 8 36 2 37 5 38 9 39 9 40 6 41 8 42 9 43 8 44 5 45 10 46 2 47 9 48 1 49 3 50 7 51 2 52 6 53 1 54 5 55 3 56 6 57 5 58 4 59 3 60 7 61 5 62 7 63 2 64 3 65 8 66 4 67 3 68 9 69 1 70 2 71 7 72 10 73 7 74 8 75 9 76 1 77 2 78 7 79 10 80 2;
param capaciteRessource := 1 5 2 15 3 15;
param besoinRessource : 1 2 3 :=
                    1   1 1 3
                    2   2 4 1
                    3   2 3 10
                    4   2 6 2
                    5   4 2 1
                    6   4 8 5
                    7   2 8 9
                    8   2 2 2
                    9   2 3 8
                    10   2 4 4
                    11   1 1 6
                    12   2 6 5
                    13   1 6 1
                    14   3 2 4
                    15   1 6 2
                    16   4 2 1
                    17   1 5 7
                    18   2 7 7
                    19   2 1 9
                    20   1 1 6
                    21   4 4 3
                    22   2 4 2
                    23   3 5 10
                    24   2 2 4
                    25   3 7 5
                    26   1 5 2
                    27   4 3 4
                    28   2 6 4
                    29   1 8 1
                    30   3 1 6
                    31   4 7 7
                    32   2 8 9
                    33   2 2 7
                    34   4 5 3
                    35   1 7 7
                    36   4 5 4
                    37   3 8 9
                    38   1 3 4
                    39   4 7 1
                    40   4 8 10
                    41   4 6 10
                    42   3 4 7
                    43   2 5 10
                    44   2 7 6
                    45   3 1 8
                    46   1 1 7
                    47   1 2 1
                    48   4 6 9
                    49   1 2 6
                    50   1 5 8
                    51   4 4 4
                    52   1 4 3
                    53   2 6 6
                    54   2 8 6
                    55   3 1 8
                    56   3 1 6
                    57   3 6 9
                    58   1 6 2
                    59   1 8 9
                    60   3 7 10
                    61   2 1 7
                    62   3 6 9
                    63   4 8 1
                    64   3 2 7
                    65   4 5 9
                    66   4 7 5
                    67   1 3 7
                    68   3 6 3
                    69   3 4 8
                    70   1 8 6
                    71   1 2 3
                    72   4 7 6
                    73   3 4 9
                    74   4 6 2
                    75   3 5 5
                    76   3 8 3
                    77   4 3 3
                    78   2 4 6
                    79   3 3 9
                    80   3 8 9;
end;

