data;
param nombreJob := 80;
param nombreRessource := 3;
param duree := 1 9 2 4 3 5 4 1 5 3 6 9 7 3 8 6 9 4 10 2 11 1 12 3 13 2 14 9 15 7 16 7 17 4 18 4 19 3 20 6 21 5 22 5 23 9 24 4 25 1 26 7 27 7 28 7 29 10 30 7 31 9 32 4 33 5 34 7 35 1 36 5 37 5 38 5 39 1 40 6 41 6 42 4 43 10 44 6 45 10 46 5 47 8 48 1 49 4 50 1 51 6 52 10 53 4 54 3 55 1 56 1 57 1 58 7 59 10 60 3 61 7 62 7 63 2 64 6 65 3 66 9 67 2 68 2 69 3 70 6 71 10 72 4 73 7 74 8 75 4 76 7 77 5 78 4 79 4 80 8;
param capaciteRessource := 1 5 2 15 3 19;
param besoinRessource : 1 2 3 :=
                    1   1 6 1
                    2   3 1 7
                    3   2 4 7
                    4   2 8 9
                    5   3 1 4
                    6   3 3 6
                    7   3 1 8
                    8   3 3 2
                    9   2 2 7
                    10   3 6 2
                    11   2 6 4
                    12   3 5 3
                    13   1 2 2
                    14   3 4 6
                    15   1 8 7
                    16   2 4 5
                    17   4 6 2
                    18   3 6 8
                    19   2 5 6
                    20   2 8 2
                    21   2 5 4
                    22   3 8 4
                    23   2 1 4
                    24   4 2 2
                    25   3 8 3
                    26   3 1 2
                    27   4 7 4
                    28   3 6 4
                    29   4 5 3
                    30   4 7 8
                    31   4 1 7
                    32   1 8 8
                    33   3 8 8
                    34   2 5 7
                    35   1 3 3
                    36   3 3 10
                    37   1 7 2
                    38   2 8 3
                    39   4 2 1
                    40   3 1 8
                    41   2 1 4
                    42   1 2 7
                    43   4 2 9
                    44   2 1 9
                    45   2 2 9
                    46   3 4 1
                    47   2 4 7
                    48   2 6 6
                    49   1 7 9
                    50   3 3 1
                    51   4 7 5
                    52   1 8 3
                    53   4 1 10
                    54   2 8 5
                    55   4 6 3
                    56   4 7 8
                    57   1 6 10
                    58   1 6 5
                    59   4 2 1
                    60   4 1 10
                    61   1 3 8
                    62   2 1 1
                    63   2 7 3
                    64   1 7 2
                    65   1 2 2
                    66   1 6 7
                    67   4 5 3
                    68   4 3 1
                    69   4 7 6
                    70   3 4 9
                    71   1 2 6
                    72   4 7 7
                    73   4 4 7
                    74   4 8 2
                    75   4 6 7
                    76   2 3 4
                    77   4 8 6
                    78   1 1 9
                    79   1 7 3
                    80   2 5 8;
end;

