data;
param nombreJob := 30;
param nombreRessource := 3;
param duree := 1 2 2 8 3 2 4 2 5 9 6 9 7 10 8 8 9 9 10 7 11 4 12 3 13 10 14 4 15 7 16 10 17 5 18 9 19 6 20 3 21 5 22 4 23 2 24 7 25 8 26 6 27 4 28 3 29 6 30 2;
param capaciteRessource := 1 8 2 16 3 16;
param besoinRessource : 1 2 3 :=
                    1   3 7 10
                    2   1 5 7
                    3   4 8 4
                    4   1 5 2
                    5   3 2 3
                    6   4 1 3
                    7   1 2 10
                    8   4 7 10
                    9   2 5 5
                    10   1 1 10
                    11   2 7 4
                    12   4 8 6
                    13   1 5 2
                    14   4 4 5
                    15   2 4 7
                    16   2 8 3
                    17   2 4 10
                    18   2 3 6
                    19   3 2 10
                    20   2 3 10
                    21   2 8 9
                    22   2 3 2
                    23   2 2 2
                    24   3 4 1
                    25   4 4 3
                    26   3 3 5
                    27   4 3 6
                    28   3 4 9
                    29   4 1 2
                    30   3 6 9;
end;

