data;
param nombreJob := 30;
param nombreRessource := 3;
param duree := 1 3 2 1 3 3 4 3 5 1 6 1 7 8 8 4 9 3 10 7 11 7 12 1 13 9 14 9 15 1 16 4 17 7 18 6 19 1 20 3 21 2 22 1 23 6 24 1 25 2 26 9 27 10 28 7 29 2 30 10;
param capaciteRessource := 1 5 2 11 3 17;
param besoinRessource : 1 2 3 :=
                    1   1 2 1
                    2   1 7 7
                    3   1 6 1
                    4   1 4 8
                    5   4 4 9
                    6   1 7 6
                    7   3 7 9
                    8   3 7 5
                    9   2 1 1
                    10   3 4 9
                    11   2 8 1
                    12   3 7 3
                    13   2 8 7
                    14   4 3 10
                    15   2 3 10
                    16   3 1 9
                    17   3 7 10
                    18   3 7 10
                    19   2 3 4
                    20   4 4 4
                    21   1 6 4
                    22   1 7 7
                    23   3 8 5
                    24   1 5 6
                    25   1 7 6
                    26   4 2 9
                    27   3 5 7
                    28   1 2 9
                    29   4 2 6
                    30   1 5 10;
end;

