data;
param nombreJob := 30;
param nombreRessource := 3;
param duree := 1 7 2 1 3 7 4 9 5 1 6 3 7 5 8 8 9 4 10 9 11 5 12 5 13 10 14 2 15 9 16 9 17 7 18 4 19 3 20 3 21 9 22 8 23 9 24 10 25 9 26 6 27 6 28 1 29 3 30 7;
param capaciteRessource := 1 6 2 15 3 19;
param besoinRessource : 1 2 3 :=
                    1   3 3 2
                    2   1 6 5
                    3   3 3 1
                    4   1 5 10
                    5   2 3 5
                    6   2 5 4
                    7   3 7 10
                    8   2 1 10
                    9   4 8 5
                    10   3 1 10
                    11   3 8 7
                    12   3 1 2
                    13   3 7 10
                    14   2 2 2
                    15   3 1 2
                    16   3 5 3
                    17   1 4 10
                    18   3 1 2
                    19   3 1 9
                    20   3 2 4
                    21   4 8 9
                    22   1 7 10
                    23   4 1 1
                    24   4 2 4
                    25   2 7 5
                    26   3 5 2
                    27   2 4 3
                    28   1 5 6
                    29   1 2 4
                    30   3 7 10;
end;

