data;
param nombreJob := 30;
param nombreRessource := 3;
param duree := 1 5 2 3 3 5 4 5 5 3 6 1 7 9 8 5 9 2 10 5 11 10 12 2 13 1 14 8 15 6 16 4 17 10 18 5 19 1 20 7 21 1 22 8 23 3 24 8 25 2 26 1 27 1 28 1 29 9 30 5;
param capaciteRessource := 1 6 2 14 3 11;
param besoinRessource : 1 2 3 :=
                    1   2 3 10
                    2   3 5 10
                    3   3 7 10
                    4   1 3 3
                    5   3 7 7
                    6   2 5 7
                    7   2 7 1
                    8   3 7 1
                    9   2 6 3
                    10   1 1 1
                    11   1 8 7
                    12   4 2 3
                    13   1 7 5
                    14   2 7 4
                    15   4 7 3
                    16   2 4 9
                    17   3 4 10
                    18   2 5 4
                    19   3 4 5
                    20   1 7 5
                    21   1 1 9
                    22   4 2 5
                    23   1 1 9
                    24   2 7 6
                    25   2 4 10
                    26   1 3 7
                    27   2 7 2
                    28   4 5 7
                    29   2 1 10
                    30   1 2 7;
end;

