data;
param nombreJob := 30;
param nombreRessource := 3;
param duree := 1 8 2 5 3 5 4 6 5 8 6 10 7 8 8 3 9 4 10 8 11 7 12 5 13 4 14 10 15 3 16 6 17 9 18 9 19 4 20 4 21 3 22 9 23 8 24 4 25 2 26 10 27 1 28 8 29 2 30 3;
param capaciteRessource := 1 7 2 12 3 20;
param besoinRessource : 1 2 3 :=
                    1   2 4 4
                    2   2 7 8
                    3   3 8 3
                    4   2 7 8
                    5   4 5 7
                    6   2 6 5
                    7   2 5 2
                    8   2 3 2
                    9   1 5 10
                    10   2 6 10
                    11   4 7 10
                    12   3 7 2
                    13   3 4 7
                    14   4 5 7
                    15   1 7 5
                    16   4 4 2
                    17   3 8 5
                    18   3 6 5
                    19   4 3 9
                    20   3 3 6
                    21   1 2 8
                    22   1 5 10
                    23   3 5 1
                    24   4 3 1
                    25   1 7 10
                    26   1 3 3
                    27   4 5 8
                    28   3 7 9
                    29   2 7 1
                    30   3 8 1;
end;

