data;
param nombreJob := 10;
param nombreRessource := 3;
param duree := 1 4 2 7 3 2 4 4 5 1 6 7 7 4 8 4 9 2 10 1;
param capaciteRessource := 1 5 2 16 3 13;
param besoinRessource : 1 2 3 :=
                    1   4 6 2
                    2   3 7 7
                    3   3 1 5
                    4   2 3 1
                    5   2 8 3
                    6   3 4 8
                    7   3 5 10
                    8   1 5 1
                    9   2 1 8
                    10   1 4 2;
end;

