data;
param nombreJob := 90;
param nombreRessource := 3;
param duree := 1 3 2 7 3 9 4 1 5 4 6 10 7 4 8 6 9 10 10 2 11 8 12 9 13 2 14 7 15 8 16 7 17 4 18 7 19 7 20 8 21 4 22 1 23 1 24 4 25 4 26 7 27 10 28 2 29 10 30 1 31 9 32 8 33 2 34 6 35 1 36 4 37 9 38 7 39 7 40 10 41 3 42 7 43 3 44 6 45 9 46 7 47 1 48 8 49 6 50 5 51 7 52 5 53 5 54 8 55 6 56 1 57 1 58 8 59 1 60 2 61 5 62 4 63 2 64 2 65 2 66 1 67 3 68 7 69 4 70 6 71 2 72 3 73 4 74 4 75 2 76 8 77 1 78 5 79 3 80 10 81 7 82 5 83 9 84 5 85 7 86 5 87 6 88 3 89 9 90 4;
param capaciteRessource := 1 4 2 9 3 18;
param besoinRessource : 1 2 3 :=
                    1   4 6 1
                    2   3 2 3
                    3   3 3 1
                    4   1 5 5
                    5   2 3 4
                    6   4 8 1
                    7   1 2 1
                    8   3 7 8
                    9   4 1 7
                    10   4 3 3
                    11   4 8 10
                    12   1 5 9
                    13   3 3 2
                    14   4 2 2
                    15   1 6 2
                    16   1 6 4
                    17   4 7 2
                    18   3 5 8
                    19   4 7 8
                    20   1 1 10
                    21   1 6 4
                    22   3 5 3
                    23   1 5 9
                    24   4 1 3
                    25   1 7 5
                    26   1 3 8
                    27   4 7 3
                    28   2 7 8
                    29   4 5 2
                    30   2 8 9
                    31   2 4 8
                    32   3 4 8
                    33   3 6 5
                    34   4 1 2
                    35   1 3 7
                    36   4 8 10
                    37   1 1 5
                    38   3 6 6
                    39   4 3 3
                    40   3 6 3
                    41   4 6 6
                    42   3 7 9
                    43   3 6 7
                    44   1 4 1
                    45   4 1 4
                    46   2 4 7
                    47   4 1 9
                    48   1 4 9
                    49   1 3 4
                    50   3 4 8
                    51   4 8 9
                    52   3 3 5
                    53   3 1 8
                    54   4 2 7
                    55   3 1 10
                    56   3 4 5
                    57   1 7 9
                    58   1 2 5
                    59   4 2 3
                    60   1 3 3
                    61   1 6 6
                    62   1 6 2
                    63   3 7 6
                    64   1 2 8
                    65   2 8 3
                    66   3 1 10
                    67   2 2 7
                    68   1 4 10
                    69   3 6 3
                    70   4 2 7
                    71   3 2 2
                    72   1 6 6
                    73   1 3 5
                    74   3 2 4
                    75   3 5 9
                    76   3 4 10
                    77   3 4 8
                    78   1 8 7
                    79   3 7 4
                    80   3 1 1
                    81   3 7 5
                    82   3 1 1
                    83   1 5 2
                    84   3 3 8
                    85   4 2 6
                    86   3 5 7
                    87   2 6 8
                    88   3 4 10
                    89   1 1 3
                    90   1 7 7;
end;

