data;
param nombreJob := 20;
param nombreRessource := 3;
param duree := 1 2 2 8 3 7 4 9 5 8 6 4 7 3 8 1 9 5 10 10 11 8 12 6 13 8 14 10 15 1 16 8 17 4 18 10 19 7 20 8;
param capaciteRessource := 1 6 2 15 3 15;
param besoinRessource : 1 2 3 :=
                    1   4 1 1
                    2   2 6 2
                    3   1 1 9
                    4   3 7 1
                    5   3 6 7
                    6   4 1 1
                    7   2 7 7
                    8   4 5 3
                    9   2 4 10
                    10   2 1 1
                    11   4 5 3
                    12   1 4 1
                    13   2 1 7
                    14   4 2 2
                    15   4 8 7
                    16   1 8 2
                    17   4 1 10
                    18   3 7 8
                    19   3 2 7
                    20   4 6 7;
end;

