data;
param nombreJob := 50;
param nombreRessource := 3;
param duree := 1 10 2 2 3 1 4 3 5 9 6 8 7 8 8 4 9 2 10 8 11 6 12 4 13 2 14 10 15 1 16 2 17 5 18 5 19 5 20 3 21 7 22 2 23 1 24 10 25 4 26 10 27 10 28 3 29 5 30 1 31 6 32 8 33 5 34 4 35 3 36 5 37 2 38 3 39 6 40 5 41 5 42 2 43 9 44 4 45 8 46 1 47 6 48 1 49 2 50 10;
param capaciteRessource := 1 5 2 12 3 12;
param besoinRessource : 1 2 3 :=
                    1   2 4 8
                    2   3 5 10
                    3   2 6 2
                    4   1 2 4
                    5   2 6 1
                    6   2 2 7
                    7   4 3 2
                    8   3 4 9
                    9   1 7 2
                    10   2 2 8
                    11   3 7 2
                    12   4 8 1
                    13   2 7 6
                    14   4 6 4
                    15   2 4 5
                    16   4 3 7
                    17   3 7 9
                    18   1 4 10
                    19   3 1 10
                    20   1 6 6
                    21   4 8 6
                    22   4 1 2
                    23   3 4 10
                    24   2 1 10
                    25   4 7 8
                    26   2 2 9
                    27   3 7 5
                    28   1 5 1
                    29   2 4 8
                    30   4 1 3
                    31   3 6 10
                    32   3 4 8
                    33   1 6 8
                    34   2 2 9
                    35   4 6 4
                    36   4 6 10
                    37   1 2 5
                    38   3 7 9
                    39   2 6 6
                    40   1 2 6
                    41   3 7 3
                    42   1 5 10
                    43   2 4 6
                    44   2 6 8
                    45   2 5 10
                    46   3 7 6
                    47   2 2 6
                    48   3 1 10
                    49   1 6 9
                    50   4 1 6;
end;

