data;
param nombreJob := 50;
param nombreRessource := 3;
param duree := 1 9 2 6 3 4 4 3 5 2 6 10 7 8 8 3 9 10 10 3 11 7 12 1 13 7 14 6 15 6 16 8 17 10 18 4 19 2 20 4 21 4 22 2 23 3 24 7 25 10 26 8 27 5 28 8 29 5 30 9 31 5 32 9 33 10 34 3 35 8 36 1 37 8 38 4 39 10 40 9 41 8 42 10 43 7 44 8 45 3 46 6 47 1 48 4 49 2 50 6;
param capaciteRessource := 1 7 2 11 3 17;
param besoinRessource : 1 2 3 :=
                    1   4 2 1
                    2   3 6 6
                    3   3 5 4
                    4   2 3 8
                    5   1 2 1
                    6   1 7 10
                    7   1 1 9
                    8   1 5 1
                    9   3 5 8
                    10   1 1 1
                    11   3 7 9
                    12   3 1 3
                    13   3 1 2
                    14   3 3 9
                    15   2 6 8
                    16   2 6 1
                    17   1 1 7
                    18   3 8 5
                    19   3 5 10
                    20   4 6 4
                    21   1 3 7
                    22   3 5 2
                    23   2 8 7
                    24   4 2 7
                    25   1 6 6
                    26   1 6 3
                    27   3 1 3
                    28   3 7 10
                    29   4 8 9
                    30   4 4 10
                    31   3 3 6
                    32   4 4 2
                    33   4 5 10
                    34   1 2 8
                    35   4 3 1
                    36   3 8 3
                    37   2 4 4
                    38   2 6 7
                    39   4 7 6
                    40   4 6 7
                    41   3 8 7
                    42   2 3 7
                    43   1 3 4
                    44   2 5 10
                    45   4 4 7
                    46   3 4 4
                    47   2 3 7
                    48   1 2 7
                    49   3 3 2
                    50   4 1 1;
end;

