data;
param nombreJob := 50;
param nombreRessource := 3;
param duree := 1 9 2 3 3 7 4 9 5 10 6 5 7 4 8 5 9 6 10 9 11 4 12 7 13 8 14 9 15 1 16 5 17 1 18 9 19 7 20 9 21 4 22 6 23 4 24 2 25 3 26 5 27 7 28 4 29 10 30 3 31 5 32 4 33 1 34 6 35 1 36 3 37 7 38 2 39 10 40 8 41 6 42 3 43 4 44 10 45 7 46 8 47 7 48 9 49 2 50 1;
param capaciteRessource := 1 7 2 15 3 14;
param besoinRessource : 1 2 3 :=
                    1   2 6 1
                    2   2 7 6
                    3   4 1 4
                    4   3 8 6
                    5   1 7 2
                    6   4 7 9
                    7   2 2 9
                    8   3 2 10
                    9   1 7 10
                    10   4 4 9
                    11   3 7 2
                    12   3 6 2
                    13   4 3 6
                    14   2 4 5
                    15   3 2 10
                    16   4 2 2
                    17   1 6 5
                    18   3 4 9
                    19   4 6 2
                    20   1 8 2
                    21   4 1 7
                    22   1 7 7
                    23   1 3 6
                    24   2 2 9
                    25   1 8 8
                    26   1 2 7
                    27   3 8 2
                    28   1 4 8
                    29   4 4 6
                    30   1 1 8
                    31   3 6 6
                    32   4 2 6
                    33   4 6 4
                    34   3 2 6
                    35   2 8 5
                    36   3 2 9
                    37   4 6 5
                    38   2 4 6
                    39   1 8 1
                    40   3 2 9
                    41   1 5 7
                    42   2 2 1
                    43   2 8 1
                    44   1 5 10
                    45   4 2 5
                    46   4 5 6
                    47   3 2 1
                    48   2 8 5
                    49   1 5 9
                    50   3 1 3;
end;

