data;
param nombreJob := 60;
param nombreRessource := 3;
param duree := 1 3 2 6 3 8 4 4 5 4 6 9 7 2 8 1 9 3 10 2 11 6 12 9 13 5 14 10 15 9 16 9 17 1 18 9 19 1 20 7 21 1 22 4 23 8 24 6 25 3 26 4 27 1 28 3 29 10 30 6 31 1 32 9 33 3 34 8 35 1 36 10 37 5 38 9 39 5 40 2 41 10 42 1 43 5 44 5 45 10 46 8 47 3 48 6 49 10 50 4 51 1 52 1 53 10 54 2 55 3 56 1 57 6 58 2 59 9 60 3;
param capaciteRessource := 1 8 2 9 3 19;
param besoinRessource : 1 2 3 :=
                    1   4 6 7
                    2   4 3 9
                    3   2 3 5
                    4   1 4 9
                    5   3 6 7
                    6   2 2 7
                    7   2 1 2
                    8   2 6 8
                    9   4 4 10
                    10   4 3 9
                    11   4 7 2
                    12   4 1 2
                    13   3 4 7
                    14   3 7 5
                    15   1 2 7
                    16   3 2 2
                    17   1 1 3
                    18   3 4 4
                    19   1 5 8
                    20   4 3 7
                    21   2 6 6
                    22   3 7 10
                    23   4 7 10
                    24   4 2 6
                    25   1 3 9
                    26   3 1 7
                    27   2 5 10
                    28   2 2 3
                    29   4 6 7
                    30   3 2 4
                    31   2 3 1
                    32   2 6 9
                    33   1 6 9
                    34   1 3 7
                    35   4 7 10
                    36   2 8 8
                    37   2 8 7
                    38   2 1 10
                    39   2 7 10
                    40   1 2 1
                    41   3 3 7
                    42   4 4 4
                    43   2 2 5
                    44   1 3 8
                    45   3 7 6
                    46   3 7 6
                    47   4 6 1
                    48   1 8 6
                    49   2 2 6
                    50   4 3 2
                    51   1 8 8
                    52   3 4 1
                    53   2 3 1
                    54   1 3 2
                    55   2 5 8
                    56   3 8 8
                    57   2 5 3
                    58   2 8 3
                    59   2 4 5
                    60   1 2 3;
end;

