data;
param nombreJob := 60;
param nombreRessource := 3;
param duree := 1 6 2 4 3 6 4 5 5 6 6 9 7 2 8 10 9 6 10 2 11 3 12 2 13 8 14 10 15 6 16 1 17 4 18 10 19 5 20 7 21 5 22 2 23 5 24 3 25 7 26 2 27 5 28 7 29 9 30 9 31 4 32 1 33 6 34 10 35 4 36 5 37 9 38 1 39 3 40 7 41 6 42 8 43 2 44 7 45 10 46 10 47 9 48 9 49 5 50 3 51 3 52 3 53 7 54 8 55 3 56 1 57 4 58 9 59 9 60 2;
param capaciteRessource := 1 6 2 8 3 18;
param besoinRessource : 1 2 3 :=
                    1   2 5 2
                    2   1 1 7
                    3   2 8 4
                    4   2 7 2
                    5   1 7 6
                    6   3 6 5
                    7   2 7 5
                    8   1 3 10
                    9   4 5 5
                    10   3 8 9
                    11   4 4 9
                    12   2 4 9
                    13   4 6 5
                    14   1 1 9
                    15   1 7 10
                    16   1 6 9
                    17   1 2 2
                    18   4 6 5
                    19   3 2 7
                    20   3 5 7
                    21   2 2 10
                    22   3 4 1
                    23   2 1 10
                    24   3 1 4
                    25   2 6 6
                    26   3 1 1
                    27   1 4 4
                    28   4 1 9
                    29   4 7 5
                    30   4 1 9
                    31   1 2 10
                    32   1 4 4
                    33   3 3 6
                    34   2 8 1
                    35   3 5 1
                    36   4 3 6
                    37   4 5 5
                    38   1 4 5
                    39   1 4 9
                    40   3 6 3
                    41   3 7 9
                    42   4 7 9
                    43   4 8 8
                    44   4 2 10
                    45   3 3 6
                    46   4 6 3
                    47   1 7 10
                    48   1 4 4
                    49   4 6 9
                    50   4 7 1
                    51   3 5 4
                    52   2 6 6
                    53   1 3 3
                    54   2 6 5
                    55   2 2 4
                    56   1 7 3
                    57   3 4 10
                    58   1 3 9
                    59   4 5 10
                    60   3 4 1;
end;

