data;
param nombreJob := 40;
param nombreRessource := 3;
param duree := 1 5 2 5 3 1 4 10 5 3 6 6 7 8 8 10 9 8 10 6 11 8 12 8 13 3 14 3 15 2 16 8 17 1 18 5 19 10 20 9 21 10 22 6 23 7 24 10 25 8 26 6 27 7 28 3 29 10 30 6 31 10 32 1 33 5 34 2 35 3 36 4 37 1 38 3 39 4 40 4;
param capaciteRessource := 1 5 2 10 3 15;
param besoinRessource : 1 2 3 :=
                    1   3 7 1
                    2   3 2 8
                    3   3 8 10
                    4   1 5 4
                    5   3 3 8
                    6   2 1 10
                    7   4 3 8
                    8   1 7 3
                    9   2 1 3
                    10   2 1 7
                    11   2 3 6
                    12   1 7 5
                    13   2 2 3
                    14   1 8 2
                    15   1 8 1
                    16   3 3 4
                    17   1 7 4
                    18   2 2 10
                    19   4 4 6
                    20   4 8 10
                    21   1 3 3
                    22   4 1 3
                    23   3 8 10
                    24   4 1 8
                    25   3 1 3
                    26   1 5 8
                    27   2 2 8
                    28   1 1 7
                    29   2 7 4
                    30   1 8 3
                    31   1 5 8
                    32   1 3 7
                    33   2 3 9
                    34   3 5 1
                    35   1 3 3
                    36   3 5 9
                    37   4 5 9
                    38   2 4 4
                    39   2 8 1
                    40   4 5 2;
end;

