data;
param nombreJob := 40;
param nombreRessource := 3;
param duree := 1 2 2 6 3 7 4 5 5 3 6 6 7 10 8 5 9 5 10 10 11 10 12 7 13 1 14 3 15 4 16 10 17 2 18 7 19 9 20 6 21 4 22 2 23 4 24 9 25 6 26 2 27 10 28 7 29 7 30 4 31 5 32 1 33 9 34 4 35 5 36 1 37 3 38 1 39 1 40 7;
param capaciteRessource := 1 6 2 10 3 20;
param besoinRessource : 1 2 3 :=
                    1   1 5 6
                    2   3 4 9
                    3   4 3 9
                    4   1 5 6
                    5   1 3 4
                    6   4 8 5
                    7   1 6 1
                    8   1 2 8
                    9   4 7 8
                    10   3 8 8
                    11   2 7 4
                    12   3 1 4
                    13   4 2 8
                    14   1 8 5
                    15   2 4 7
                    16   4 2 3
                    17   2 1 5
                    18   4 4 5
                    19   1 5 9
                    20   1 4 1
                    21   3 3 10
                    22   3 8 9
                    23   1 1 3
                    24   2 7 8
                    25   1 5 8
                    26   2 8 8
                    27   4 6 8
                    28   2 7 9
                    29   2 5 5
                    30   4 8 7
                    31   3 2 9
                    32   1 5 6
                    33   1 8 7
                    34   1 5 9
                    35   4 4 5
                    36   3 6 9
                    37   2 4 10
                    38   1 3 2
                    39   4 1 2
                    40   2 8 5;
end;

