data;
param nombreJob := 70;
param nombreRessource := 3;
param duree := 1 8 2 4 3 10 4 9 5 9 6 7 7 2 8 4 9 4 10 3 11 8 12 9 13 10 14 1 15 2 16 10 17 6 18 5 19 9 20 2 21 10 22 10 23 6 24 9 25 2 26 9 27 8 28 8 29 10 30 4 31 8 32 8 33 2 34 6 35 4 36 4 37 4 38 5 39 9 40 7 41 3 42 10 43 3 44 10 45 3 46 7 47 8 48 2 49 5 50 4 51 4 52 4 53 6 54 8 55 2 56 9 57 10 58 5 59 2 60 1 61 3 62 8 63 9 64 10 65 5 66 4 67 10 68 7 69 3 70 6;
param capaciteRessource := 1 8 2 11 3 10;
param besoinRessource : 1 2 3 :=
                    1   1 1 9
                    2   4 8 6
                    3   1 5 9
                    4   3 5 9
                    5   1 3 8
                    6   2 1 8
                    7   1 6 7
                    8   1 5 7
                    9   2 2 2
                    10   3 1 2
                    11   4 2 9
                    12   4 4 5
                    13   3 8 3
                    14   2 4 7
                    15   2 7 2
                    16   3 4 5
                    17   4 3 7
                    18   1 3 10
                    19   3 3 3
                    20   4 7 10
                    21   4 1 1
                    22   2 1 1
                    23   4 4 5
                    24   4 2 8
                    25   2 4 4
                    26   2 6 2
                    27   1 5 1
                    28   3 8 6
                    29   1 4 5
                    30   2 7 3
                    31   4 8 6
                    32   3 1 8
                    33   2 8 10
                    34   4 8 9
                    35   3 7 3
                    36   2 8 7
                    37   1 4 9
                    38   4 8 10
                    39   2 8 6
                    40   3 2 4
                    41   1 3 8
                    42   1 4 4
                    43   3 5 4
                    44   2 5 6
                    45   1 5 1
                    46   2 7 6
                    47   3 1 8
                    48   1 2 9
                    49   3 4 6
                    50   1 6 1
                    51   2 3 5
                    52   3 7 6
                    53   4 2 8
                    54   3 4 3
                    55   1 2 4
                    56   4 8 9
                    57   2 8 10
                    58   3 1 9
                    59   3 3 8
                    60   3 6 7
                    61   1 7 9
                    62   4 6 2
                    63   1 2 8
                    64   2 2 10
                    65   2 3 2
                    66   4 1 10
                    67   2 4 3
                    68   1 6 8
                    69   1 6 10
                    70   2 4 4;
end;

