data;
param nombreJob := 100;
param nombreRessource := 3;
param duree := 1 2 2 8 3 8 4 8 5 9 6 2 7 10 8 4 9 5 10 2 11 3 12 5 13 10 14 2 15 9 16 2 17 7 18 1 19 1 20 8 21 4 22 4 23 9 24 7 25 8 26 1 27 2 28 1 29 10 30 7 31 5 32 9 33 3 34 7 35 1 36 9 37 10 38 5 39 4 40 8 41 10 42 5 43 2 44 8 45 9 46 7 47 5 48 10 49 8 50 3 51 7 52 6 53 7 54 2 55 2 56 7 57 4 58 7 59 5 60 5 61 9 62 8 63 5 64 3 65 7 66 7 67 2 68 5 69 6 70 1 71 1 72 10 73 6 74 1 75 10 76 10 77 3 78 9 79 10 80 6 81 2 82 1 83 10 84 7 85 8 86 2 87 1 88 5 89 4 90 1 91 1 92 10 93 6 94 4 95 8 96 3 97 1 98 3 99 1 100 6;
param capaciteRessource := 1 4 2 8 3 15;
param besoinRessource : 1 2 3 :=
                    1   4 4 1
                    2   3 7 1
                    3   3 2 9
                    4   4 2 5
                    5   3 3 7
                    6   1 6 1
                    7   3 1 7
                    8   1 8 3
                    9   3 3 1
                    10   4 1 4
                    11   1 1 4
                    12   2 6 8
                    13   4 8 10
                    14   1 4 2
                    15   3 6 3
                    16   4 2 4
                    17   1 1 10
                    18   2 3 10
                    19   3 5 1
                    20   4 3 7
                    21   2 3 7
                    22   1 4 3
                    23   1 1 10
                    24   2 6 1
                    25   2 7 7
                    26   3 1 3
                    27   3 1 2
                    28   1 8 5
                    29   3 6 8
                    30   3 4 5
                    31   4 6 6
                    32   4 6 9
                    33   2 4 7
                    34   4 2 3
                    35   2 5 3
                    36   2 8 4
                    37   2 1 6
                    38   4 2 5
                    39   4 8 2
                    40   2 4 7
                    41   4 1 6
                    42   1 5 4
                    43   3 8 10
                    44   1 5 9
                    45   3 7 9
                    46   1 3 4
                    47   3 2 4
                    48   4 4 6
                    49   4 1 6
                    50   1 3 1
                    51   2 2 8
                    52   2 4 1
                    53   4 1 1
                    54   1 5 8
                    55   3 6 4
                    56   2 1 10
                    57   2 5 5
                    58   1 2 3
                    59   1 8 2
                    60   3 2 4
                    61   2 3 2
                    62   1 4 8
                    63   4 2 2
                    64   3 7 8
                    65   3 8 6
                    66   4 2 2
                    67   2 6 3
                    68   1 3 3
                    69   4 4 3
                    70   2 4 5
                    71   4 7 10
                    72   1 2 7
                    73   3 5 1
                    74   3 7 3
                    75   3 8 7
                    76   3 2 9
                    77   3 7 1
                    78   4 8 9
                    79   4 5 1
                    80   2 8 1
                    81   4 3 4
                    82   1 6 6
                    83   2 1 7
                    84   2 5 9
                    85   2 7 9
                    86   4 6 1
                    87   3 7 8
                    88   4 6 6
                    89   3 3 2
                    90   3 4 2
                    91   3 8 6
                    92   2 4 8
                    93   4 7 9
                    94   1 4 2
                    95   3 7 6
                    96   2 3 3
                    97   3 8 9
                    98   2 7 6
                    99   4 6 4
                    100   2 3 4;
end;

